n_evals,hv_all
40,0.0
80,0.33661738835655597
120,0.42777899663719626
160,0.5176216796763105
200,0.5552124674620159
240,0.5620788795986916
280,0.5620788795986916
320,0.5620788795986916
360,0.5620898010825237
400,0.5655490251841748
440,0.5660534011284881
480,0.5660534011284881
520,0.5660534011284881
560,0.5660534011284881
600,0.5660534011284881
640,0.5660534011284881
680,0.5660534011284881
720,0.5660534011284881
760,0.5660534011284881
800,0.5660534011284881
840,0.5660534011284881
880,0.5660534011284881
920,0.5661909859594025
960,0.5661909859594025
1000,0.5661909859594025
1040,0.5665623728912719
1080,0.5665623728912719
1120,0.5666344693413878
1160,0.5666344693413878
1200,0.5670297580239024
1240,0.5672336233939491
1280,0.5711730305536173
1320,0.5714897951990685
1360,0.5742016797634978
1400,0.5751638250199145
1440,0.5751654530094115
1480,0.5803854173149413
1520,0.5819450150363356
1560,0.5827356298606533
1600,0.589891305892223
1640,0.5902878287339607
1680,0.5910630663102403
1720,0.5916734101763688
1760,0.5916734524610223
1800,0.5950376958997502
1840,0.5950384452864974
1880,0.595288343240441
1920,0.5952893008596254
1960,0.595302090086319
2000,0.5957440506971039
