run,RS,NSGA-II-D,NSGA-II
1,0.13492757465389324,0.38986020675000194,0.3251294816712351
2,0.12596601136464308,0.3067278986501048,0.4618792544514375
3,0.14459880218345889,0.3098603123028835,0.42579039572752186
4,0.13685763212164376,0.29631941645783955,0.3317346868581321
5,0.12793544085298306,0.43618966440476,0.4641404997430605
6,0.12271020810634195,0.2269488326111297,0.4233740061043085
7,0.12519561394471118,0.22488988119858017,0.4060200952406399
8,0.12473207651338433,0.37640393582249365,0.4641404997430605
9,0.12862853612645866,0.3236042996898502,0.4641404997430605
10,0.12701258118579858,0.35346037703954647,0.2791486570413499
