Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.776512,-5.140828,17.603239,-0.997213,0.670905,0.000000,1
1,-7.556397,-6.951377,18.766321,-0.996063,0.664561,0.000000,1
2,-6.846207,7.029983,0.754954,-0.999995,0.738681,0.000000,1
3,-5.629939,-0.539983,17.789834,-0.990810,0.628039,0.000000,1
4,-5.295632,-4.920224,20.226523,-0.938158,0.616859,0.000000,0
5,-5.102331,-1.489779,18.447569,-0.995008,0.647479,0.000000,1
6,-4.043116,-7.937299,16.992170,-0.997267,0.692493,0.000000,1
7,-1.860838,-6.762108,18.975569,-0.992898,0.628047,0.000000,1
8,3.830224,7.816848,3.656272,-0.998258,0.696060,0.000000,1
9,3.939337,5.028270,4.225594,-0.996316,0.666517,0.000000,1
10,4.328748,-7.687109,0.067504,-0.998901,0.706970,0.000000,1
11,5.080540,-2.400787,1.719818,-0.999999,0.741626,0.000000,1
12,6.209634,-3.395376,2.095034,-1.000000,0.746415,0.000000,1
13,7.817296,0.194755,14.697546,-0.999988,0.732288,0.000000,1
14,7.842510,-3.045716,0.492338,-0.999879,0.709393,0.000000,1
