RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.37889959719316146,0.04612871534612287,100.0,0.5958735914838073,0.17044182252907572,100.0,0.5714300081752862,0.12600331138954304
200.0,0.3103699790230597,0.02678458982149721,200.0,0.49099737712311764,0.09842309333323726,200.0,0.5034695106196045,0.11734204898460719
300.0,0.28423467271905883,0.02309363215233367,300.0,0.4523953968699647,0.08326927803988415,300.0,0.4926196587490316,0.11837749260437096
400.0,0.26584844831010457,0.017095565746809566,400.0,0.4195902207678806,0.08432854901055316,400.0,0.4816654793811602,0.12289247161914173
500.0,0.255420133326923,0.01570480432691008,500.0,0.4073488662267112,0.07756935011939062,500.0,0.4804714863139739,0.12336492670674168
600.0,0.24628911891564811,0.011825352808926338,600.0,0.39837138220944524,0.08236077848432617,600.0,0.47864965502528956,0.12263440687839629
700.0,0.23763936263884414,0.012323323921646487,700.0,0.3967685300460689,0.08312544260430087,700.0,0.47738386174349595,0.12333988616366233
800.0,0.23223038609126564,0.01010577360950895,800.0,0.3920130703692119,0.08470568923499618,800.0,0.47691250042229766,0.12339266255765953
900.0,0.22574913630100557,0.006912496031966614,900.0,0.3756725746262036,0.08219062928804113,900.0,0.4767187632257487,0.12357331783618027
1000.0,0.2220563239347558,0.005742952643034897,1000.0,0.36125249805846815,0.07226098333896493,1000.0,0.4764427238966089,0.12386057880921773
